Suco Del Valle Pêssego - Lata - (290ml),01/03/2024,Spal ,"6,000","R$ 2,18"
Água Crystal Com Gás - Garrafa - (500ml),01/03/2024,Spal ,"48,000","R$ 1,34"
Coca Cola - Lata - (350ml),01/03/2024,Spal ,"24,000","R$ 2,18"
Coca Cola Sem Açucar - Lata - (350ml),01/03/2024,Spal ,"12,000","R$ 2,17"
Chá Matte Leao Limão - Copo - (300ml),01/03/2024,Spal ,"1,000","R$ 20,76"
Suco Del Valle Uva - Lata - (290ml),01/03/2024,Spal ,"6,000","R$ 2,18"
Detergente Neutro - 5 Litros,03/03/2024,Garante Dist,"3,000","R$ 18,90"
Leite UHT Integral - 1kg,04/03/2024,Condor,"24,000","R$ 4,29"
Leite UHT Integral - 1kg,04/03/2024,Condor,"24,000","R$ 4,18"
Leite UHT Integral - 1kg,04/03/2024,condor,"48,000","R$ 4,18"
Papel Higiênico - FD - 12 Rolos/30mt,04/03/2024,condor,"1,000","R$ 23,90"
Ki-Cascão Conny - c/ 120un,05/03/2024,Franconny,"20,000","R$ 38,00"
Ki-Casquinha Conny - c/ 240un,05/03/2024,Franconny,"8,000","R$ 49,00"
Pázinha Curta Branca - c/ 500un,07/03/2024,Abilio,"6,000","R$ 18,90"
Pote 200ml Descartável - c/ 50un,07/03/2024,Abilio,"2,000","R$ 6,90"
Leite UHT Integral - 1kg,08/03/2024,WMS,"100,000","R$ 3,89"
Leite UHT Integral - 1kg,10/03/2024,Circuito,"24,000","R$ 3,89"
Nutella Pote - 650gr,12/03/2024,casa do confeiteiro,"3,000","R$ 40,95"
Leite UHT Integral - 1kg,13/03/2024,Frubana,"108,000","R$ 4,12"
Leite UHT Integral - 1kg,13/03/2024,Condor,"12,000","R$ 3,95"
Leite UHT Integral - 1kg,13/03/2024,Condor,"12,000","R$ 3,95"
Água Crystal Com Gás - Garrafa - (500ml),14/03/2024,Spal ,"48,000","R$ 1,34"
Coca Cola Sem Açucar - Lata - (350ml),14/03/2024,Spal ,"6,000","R$ 2,18"
Água Crystal - Garrafa - (500ml),14/03/2024,Spal ,"120,000","R$ 1,24"
Coca Cola - Lata - (350ml),14/03/2024,Spal ,"24,000","R$ 2,18"
Água Crystal - Garrafa - (500ml),14/03/2024,Condor,"31,000","R$ 1,19"
Pázinha Curta Branca - c/ 500un,16/03/2024,Marmikok,"6,000","R$ 18,90"
Pote 200ml Descartável - c/ 50un,16/03/2024,Marmikok,"4,000","R$ 5,50"
Tampa p/ Pote Kraft 480ml - c/ 50un,21/03/2024,FNS,"20,000","R$ 24,25"
Copo Papel Preto Parede Simples 110ml - c/ 50un,21/03/2024,FNS,"20,000","R$ 8,79"
Pote Kraft 480ml - c/ 50un,21/03/2024,FNS,"20,000","R$ 21,75"
Leite UHT Integral - 1kg,22/03/2024,Frubana,"108,000","R$ 4,16"
Morango Bandeja - c/ 250gr,22/03/2024,Muffato,"2,000","R$ 7,49"
Papel Higiênico - FD - 12 Rolos/30mt,25/03/2024,Condor,"3,000","R$ 24,90"
Nutella Pote - 650gr,25/03/2024,casa do confeiteiro,"3,000","R$ 40,95"
Caixa Kraft p/ Porção Grande - c/ 25un,25/03/2024,Comercial embalgens,"4,000","R$ 13,75"
Quiche Capresse - 1un,27/03/2024,Cassinelli,"6,000","R$ 4,50"
Quiche de Alho Poró - 1un,27/03/2024,Cassinelli,"6,000","R$ 4,50"
Quiche Lorraine - 1un,27/03/2024,Cassinelli,"6,000","R$ 4,50"
Sanduíche de Parma - 1un,27/03/2024,Cassinelli,"12,000","R$ 9,50"
Sanduíche de Carne - 1un,27/03/2024,Cassinelli,"12,000","R$ 9,00"
Sanduíche de Frango - 1un,27/03/2024,Cassinelli,"12,000","R$ 8,50"
Sanduíche de Pernil - 1un,27/03/2024,Cassinelli,"12,000","R$ 8,50"
Sanduíche de Mortadela - 1un,27/03/2024,Cassinelli,"12,000","R$ 7,50"
Água Crystal - Garrafa - (500ml),28/03/2024,Spal ,"108,000","R$ 1,24"
Coca Cola Sem Açucar - Lata - (350ml),28/03/2024,Spal ,"12,000","R$ 2,17"
Água Crystal Com Gás - Garrafa - (500ml),28/03/2024,Spal ,"60,000","R$ 1,34"
Coca Cola - Lata - (350ml),28/03/2024,Spal ,"12,000","R$ 2,18"
Pázinha Curta Branca - c/ 500un,28/03/2024,Marmikok,"12,000","R$ 18,90"
Pote 200ml Descartável - c/ 50un,28/03/2024,Marmikok,"3,000","R$ 5,50"
Tampa p/ Pote 200ml - c/ 50un,28/03/2024,Marmikok,"3,000","R$ 7,00"
Café em Grão - 1kg,01/04/2024,Astoria,"3,000","R$ 75,00"
Morango Bandeja - c/ 250gr,05/04/2024,Muffato,"2,000","R$ 9,99"
Banana,05/04/2024,Muffato,"0,715","R$ 8,99"
Pázinha Curta Branca - c/ 500un,13/04/2024,Marmikok,"3,000","R$ 19,90"
Guardanapo 20x20 - c/ 100un,13/04/2024,Marmikok,"50,000","R$ 1,43"
Papel Interfolhado 20x20 Branco 2 Dobras - c/ 1.000un,13/04/2024,Marmikok,"5,000","R$ 14,80"
Pote 200ml Descartável - c/ 50un,13/04/2024,Marmikok,"4,000","R$ 5,50"
Tampa p/ Pote 200ml - c/ 50un,13/04/2024,Marmikok,"4,000","R$ 7,00"
Bobina Impressora - 80mm,13/04/2024,Marmikok,"3,000","R$ 5,50"
Nutella Pote - 650gr,13/04/2024,casa do confeiteiro,"2,000","R$ 40,95"
Morango Bandeja - c/ 250gr,16/04/2024,Muffato,"2,000","R$ 14,19"
Água Sanitária - 5 Litros,17/04/2024,Muffato,"2,000","R$ 6,99"
Nutella Pote - 650gr,20/04/2024,casa do confeiteiro,"2,000","R$ 40,95"
Detergente Neutro - 5 Litros,20/04/2024,Lacto Minas,"1,000","R$ 18,90"
Papel Higiênico - FD - 12 Rolos/30mt,20/04/2024,Lacto Minas,"2,000","R$ 11,99"
Colher Forte - c/ 50un (STRAWPLAST),20/04/2024,Lacto Minas,"2,000","R$ 9,49"
Suco Del Valle Pêssego - Lata - (290ml),23/04/2024,Spal ,"6,000","R$ 2,16"
Coca Cola Sem Açucar - Lata - (350ml),23/04/2024,Spal ,"12,000","R$ 2,15"
Chá Matte Leao - Copo - (300ml),23/04/2024,Spal ,"1,000","R$ 20,65"
Água Crystal Com Gás - Garrafa - (500ml),23/04/2024,Spal ,"48,000","R$ 1,34"
Suco Del Valle Maracujá - Lata - (290ml),23/04/2024,Spal ,"6,000","R$ 2,38"
Chá Matte Leao Guaraná Power Açai - Copo - (300ml),23/04/2024,Spal ,"1,000","R$ 18,39"
Coca Cola - Lata - (350ml),23/04/2024,Spal ,"24,000","R$ 2,16"
Água Crystal - Garrafa - (500ml),23/04/2024,Spal ,"72,000","R$ 1,24"
Chá Matte Leao Limão - Copo - (300ml),23/04/2024,Spal ,"1,000","R$ 20,76"
Suco Del Valle Uva - Lata - (290ml),23/04/2024,Spal ,"6,000","R$ 2,16"
Leite UHT Integral - 1kg,23/04/2024,Condor,"3,000","R$ 4,29"
Sanduíche de Parma - 1un,24/04/2024,Cassinelli,"12,000","R$ 10,00"
Sanduíche de Carne - 1un,24/04/2024,Cassinelli,"12,000","R$ 9,50"
Sanduíche de Pernil - 1un,24/04/2024,Cassinelli,"12,000","R$ 8,50"
Sanduíche de Frango - 1un,24/04/2024,Cassinelli,"12,000","R$ 8,50"
Sanduíche de Mortadela - 1un,24/04/2024,Cassinelli,"12,000","R$ 7,50"
Pázinha Curta Branca - c/ 500un,24/04/2024,Marmikok,"6,000","R$ 18,90"
Paçoquita Embalada - 1un,02/05/2024,Condor,"2,000","R$ 7,99"
Ki-Cascão Conny - c/ 120un,06/05/2024,Franconny,"20,000","R$ 38,00"
Ki-Casquinha Conny - c/ 240un,06/05/2024,Franconny,"6,000","R$ 49,00"
Sacola PP - 25x21x10cm - c/ 20un,08/05/2024,Nobelpack,"400,000","R$ 0,70"
Sacola P - 26x25x12cm - c/ 20un,08/05/2024,Nobelpack,"200,000","R$ 0,66"
Pote Kraft 80ml - c/ 50un,08/05/2024,Nazapack,"120,000","R$ 12,30"
Água Sanitária - 5 Litros,08/05/2024,Condor,"2,000","R$ 7,89"
Sabão em Pó Omo - 2.2kg,08/05/2024,Condor,"1,000","R$ 29,90"
Coca Cola Sem Açucar - Lata - (350ml),08/05/2024,Spal ,"18,000","R$ 2,15"
Suco Del Valle Pêssego - Lata - (290ml),08/05/2024,Spal ,"6,000","R$ 2,16"
Água Crystal Com Gás - Garrafa - (500ml),08/05/2024,Spal ,"60,000","R$ 1,34"
Água Crystal - Garrafa - (500ml),08/05/2024,Spal ,"96,000","R$ 1,24"
Suco Del Valle Uva - Lata - (290ml),08/05/2024,Spal ,"6,000","R$ 2,16"
Coca Cola - Lata - (350ml),08/05/2024,Spal ,"36,000","R$ 2,16"
Suco Del Valle Maracujá - Lata - (290ml),08/05/2024,Spal ,"6,000","R$ 2,38"
Pázinha Curta Branca - c/ 500un,10/05/2024,Marmikok,"6,000","R$ 18,90"
Água Crystal Com Gás - Garrafa - (500ml),12/05/2024,Spal Industria,"240,000","R$ 1,24"
Água Crystal - Garrafa - (500ml),12/05/2024,Spal Industria,"96,000","R$ 1,34"
Morango Bandeja - c/ 250gr,17/05/2024,jullye Frutas,"4,000","R$ 4,99"
Banana,17/05/2024,Muffato,"0,405","R$ 9,98"
Caixa Kraft p/ Porção Grande - c/ 25un,24/05/2024,Comercial embalgens,"10,000","R$ 13,75"
Morango Bandeja - c/ 250gr,28/05/2024,Jullye Frutas,"3,000","R$ 7,90"
Coca Cola - Lata - (350ml),30/05/2024,Dinho,"12,000","R$ 3,19"
Coca Cola Sem Açucar - Lata - (350ml),30/05/2024,Dinho,"6,000","R$ 3,19"
Morango Bandeja - c/ 250gr,08/06/2024,Muffato,"4,000","R$ 7,98"
Banana,08/06/2024,Muffato,"0,570","R$ 3,99"
Café em Grão - 1kg,11/06/2024,Astoria Distribuidora,"6,000","R$ 55,00"
Café em Grão - 1kg,11/06/2024,Astroria,"5,000","R$ 75,00"
Leite UHT Integral - 1kg,13/06/2024,Muffato,"36,000","R$ 4,45"
Pázinha Curta Branca - c/ 500un,15/06/2024,Marmikok,"6,000","R$ 19,50"
Papel Interfolhado 20x20 Branco 2 Dobras - c/ 1.000un,15/06/2024,Marmikok,"5,000","R$ 14,80"
Pote 200ml Descartável - c/ 50un,15/06/2024,Marmikok,"10,000","R$ 5,50"
Doce de Leite - 350gr,15/06/2024,Condor,"6,000","R$ 7,00"
Leite UHT Integral - 1kg,15/06/2024,Condor,"48,000","R$ 4,45"
Luva de vinil sem pó - Tamanho G - c/ 100un,20/06/2024,Condor,"2,000","R$ 15,69"
Leite UHT Integral - 1kg,20/06/2024,Condor,"48,000","R$ 4,79"
Morango Bandeja - c/ 250gr,20/06/2024,Muffato,"1,000","R$ 10,98"
Leite UHT Integral - 1kg,27/06/2024,Circuito,"48,000","R$ 4,39"
Pázinha Curta Branca - c/ 500un,28/06/2024,Marmikok,"6,000","R$ 19,50"
Morango Bandeja - c/ 250gr,28/06/2024,Muffato,"2,000","R$ 10,98"
Banana,28/06/2024,Muffato,"0,330","R$ 8,99"
Leite UHT Integral - 1kg,29/06/2024,Condor,"12,000","R$ 4,39"
Leite UHT Integral - 1kg,29/06/2024,Condor,"12,000","R$ 4,39"
Leite UHT Integral - 1kg,29/06/2024,Condor,"12,000","R$ 4,39"
Leite UHT Integral - 1kg,29/06/2024,Condor,"12,000","R$ 4,39"
Leite UHT Integral - 1kg,29/06/2024,Condor,"24,000","R$ 4,39"
Leite UHT Integral - 1kg,29/06/2024,Condor,"24,000","R$ 4,39"
Leite UHT Integral - 1kg,29/06/2024,Condor,"12,000","R$ 4,39"
Leite UHT Integral - 1kg,29/06/2024,condor,"12,000","R$ 4,39"
Leite UHT Integral - 1kg,29/06/2024,Condor,"24,000","R$ 4,39"
Saco de Lixo 20 Litros Preto Micra 4 - c/ 100un,01/07/2024,SB Distribuidora,"6,000","R$ 7,88"
Saco de Lixo 40 Litros Preto Micra 4 - c/ 100un,01/07/2024,SB Distribuidora,"3,000","R$ 12,87"
Detergente Neutro - 5 Litros,01/07/2024,SB Distribuidora,"2,000","R$ 10,92"
Pano Multiuso - 28cm x 25mt,01/07/2024,SB Distribuidora,"1,000","R$ 13,36"
Álcool Líquido 70% - 5 Litros,01/07/2024,SB Distribuidora,2,"R$ 29,17"
Álcool Líquido 70% - 1 Litro,02/07/2024,Condor,"1,000","R$ 6,79"
Doce de Leite - 350gr,02/07/2024,Condor,"2,000","R$ 7,69"
Luva de vinil sem pó - Tamanho M - c/100un,03/07/2024,Casa Nova,"2,000","R$ 14,90"
Luva de vinil sem pó - Tamanho G - c/ 100un,03/07/2024,Casa Nova,"1,000","R$ 14,90"
Leite UHT Integral - 1kg,16/07/2024,Condor,"24,000","R$ 4,69"
Leite UHT Integral - 1kg,16/07/2024,WHS ,"1,000","R$ 5,79"
Quiche Capresse - 1un,17/07/2024,Cassinelli,"12,000","R$ 4,50"
Quiche de Alho Poró - 1un,17/07/2024,Cassinelli,"12,000","R$ 4,50"
Quiche Lorraine - 1un,17/07/2024,Cassinelli,"12,000","R$ 4,50"
Sanduíche de Parma - 1un,17/07/2024,Cassinelli,"12,000","R$ 10,00"
Sanduíche de Carne - 1un,17/07/2024,Cassinelli,"12,000","R$ 9,50"
Sanduíche de Frango - 1un,17/07/2024,Cassinelli,"12,000","R$ 8,50"
Sanduíche de Pernil - 1un,17/07/2024,Cassinelli,"6,000","R$ 8,50"
Nutella Pote - 650gr,18/07/2024,casa do confeiteiro,"2,000","R$ 40,95"
Pázinha Curta Branca - c/ 500un,18/07/2024,Marmikok,"6,000","R$ 19,50"
Ki-Cascão Conny - c/ 120un,18/07/2024,Marmikok,"3,000","R$ 44,80"
Papel Higiênico - FD - 12 Rolos/30mt,18/07/2024,Lacto Minas,"3,000","R$ 11,90"
Colher Forte - c/ 50un (STRAWPLAST),18/07/2024,Lacto Minas,"2,000","R$ 9,90"
Morango Bandeja - c/ 250gr,21/07/2024,WHS,"1,000","R$ 10,59"
Garfo Forte - c/ 50un (STRAWPLAST),23/07/2024,Distribuidora Povão,"2,000","R$ 7,99"
Colher Forte - c/ 50un (STRAWPLAST),23/07/2024,Distribuidora Povão,"2,000","R$ 7,99"
Faca Forte - c/ 50un (STRAWPLAST),23/07/2024,Distribuidora Povão,"2,000","R$ 7,99"
Canudo com Mexedor - c/ 100un,23/07/2024,Armazem das embalagens,"1,000","R$ 3,50"
Banana,23/07/2024,Condor,"0,245","R$ 3,69"
Morango Bandeja - c/ 250gr,23/07/2024,Jullye Frutas,"2,000","R$ 8,99"
Ki-Cascão Conny - c/ 120un,27/07/2024,Marmikok,"4,000","R$ 44,80"
Pázinha Curta Branca - c/ 500un,27/07/2024,Marmikok,"6,000","R$ 19,50"
Quiche de Alho Poró - 1un,29/07/2024,Cassinelli,"6,000","R$ 4,50"
Quiche Lorraine - 1un,29/07/2024,Cassinelli,"6,000","R$ 4,50"
Sanduíche de Parma - 1un,29/07/2024,Cassinelli,"12,000","R$ 10,00"
Sanduíche de Carne - 1un,29/07/2024,Cassinelli,"6,000","R$ 9,50"
Sanduíche de Frango - 1un,29/07/2024,Cassinelli,"6,000","R$ 8,50"
Sanduíche de Pernil - 1un,29/07/2024,Cassinelli,"12,000","R$ 8,50"
Chá Matte Leao Guaraná Power Açai - Copo - (300ml),29/07/2024,Spal Industria,"1,000","R$ 18,39"
Chá Matte Leao Guaraná Power - Copo - (300ml),29/07/2024,Spal Industria,"1,000","R$ 18,39"
Coca Cola Sem Açucar - Lata - (350ml),29/07/2024,Spal Industria,"24,000","R$ 2,15"
Coca Cola - Lata - (350ml),29/07/2024,Spal Industria,"48,000","R$ 2,16"
Água Crystal Com Gás - Garrafa - (500ml),29/07/2024,Spal Industria,"48,000","R$ 1,34"
Água Crystal - Garrafa - (500ml),29/07/2024,Spal Industria,"96,000","R$ 1,24"
Suco Del Valle Pêssego - Lata - (290ml),29/07/2024,Spal Industria,"6,000","R$ 2,16"
Doce de Leite - 350gr,30/07/2024,Condor,"4,000","R$ 7,69"
Papel Higiênico - FD - 12 Rolos/30mt,30/07/2024,Condor,"3,000","R$ 24,90"
Veja Multi Uso 500ml,30/07/2024,Condor,"3,000","R$ 5,79"
Sabão em Pó Omo - 2.2kg,30/07/2024,Condor,"2,000","R$ 25,90"
Leite UHT Integral - 1kg,30/07/2024,Condor,"60,000","R$ 4,69"
Morango Bandeja - c/ 250gr,30/07/2024,JUllye Frutas,"2,000","R$ 8,99"
Banana,30/07/2024,JUllye Frutas,"0,195","R$ 5,69"
Água Sanitária - 5 Litros,02/08/2024,Condor,"1,000","R$ 13,19"
Leite UHT Integral - 1kg,02/08/2024,Condor,"60,000","R$ 4,39"
Ki-Cascão Conny - c/ 120un,02/08/2024,Marmikok,"5,000","R$ 44,80"
Pázinha Curta Branca - c/ 500un,02/08/2024,Marmikok,"6,000","R$ 19,50"
Luva de vinil sem pó - Tamanho M - c/100un,06/08/2024,Casa Nova,"2,000","R$ 14,90"
Leite UHT Integral - 1kg,06/08/2024,Condor,"72,000","R$ 3,99"
Leite UHT Integral - 1kg,06/08/2024,Lacto Minas,"4,000","R$ 3,99"
Etiquetas Adesivas Brancas Grande - 50x30mm,06/08/2024,Marmikok,"4,000","R$ 4,49"
Colher Forte - c/ 50un (STRAWPLAST),06/08/2024,Marmikok,"2,000","R$ 7,99"
Faca Forte - c/ 50un (STRAWPLAST),06/08/2024,Marmikok,"2,000","R$ 7,99"
Garfo Forte - c/ 50un (STRAWPLAST),06/08/2024,Marmikok,"2,000","R$ 8,99"
Caixa Kraft p/ Porção Grande - c/ 25un,06/08/2024,Comercial embalgens,"4,000","R$ 15,00"
Leite UHT Integral - 1kg,13/08/2024,Lacto Minas,"12,000","R$ 3,99"
Leite UHT Integral - 1kg,15/08/2024,WHS,"24,000","R$ 4,69"
Ki-Cascão Conny - c/ 120un,16/08/2024,Marmikok,"4,000","R$ 44,80"
Pázinha Curta Branca - c/ 500un,16/08/2024,Marmikok,"6,000","R$ 19,50"
Papel Interfolhado 20x20 Branco 2 Dobras - c/ 1.000un,16/08/2024,Marmikok,"1,000","R$ 14,80"
Pote 200ml Descartável - c/ 50un,16/08/2024,Marmikok,"2,000","R$ 5,50"
Morango Bandeja - c/ 250gr,17/08/2024,Jullye Frutas,"2,000","R$ 3,99"
Coca Cola - Lata - (350ml),22/08/2024,Spal Industria,"36,000","R$ 2,27"
Água Crystal Com Gás - Garrafa - (500ml),22/08/2024,Spal Industria,"48,000","R$ 1,41"
Água Crystal - Garrafa - (500ml),22/08/2024,Spal Industria,"72,000","R$ 1,30"
Coca Cola Sem Açucar - Lata - (350ml),22/08/2024,Spal Industria,"18,000","R$ 2,26"
Leite UHT Integral - 1kg,27/08/2024,Condor,"48,000","R$ 4,69"
Ki-Cascão Conny - c/ 120un,27/08/2024,Franconny,"15,000","R$ 38,00"
Ki-Casquinha Conny - c/ 240un,27/08/2024,Franconny,"5,000","R$ 49,00"
Ki-Cascão Conny - c/ 120un,27/08/2024,Marmikok,"2,000","R$ 44,80"
Pázinha Curta Branca - c/ 500un,27/08/2024,Marmikok,"6,000","R$ 19,50"
Papel Interfolhado 20x20 Branco 2 Dobras - c/ 1.000un,27/08/2024,Marmikok,"5,000","R$ 14,80"
Tampa p/ Pote 200ml - c/ 50un,27/08/2024,Marmikok,"3,000","R$ 7,00"
Pote 200ml Descartável - c/ 50un,27/08/2024,Marmikok,"6,000","R$ 5,50"
Guardanapo Interfolhado 10x20 ROSA - c/ 5.000un,27/08/2024,Marmikok,"2,000","R$ 42,90"
Garfo Forte - c/ 50un (STRAWPLAST),27/08/2024,Lacto Minas,"2,000","R$ 9,99"
Leite UHT Integral - 1kg,27/08/2024,Lacto Minas,"24,000","R$ 3,99"
Água Sanitária - 5 Litros,01/09/2024,Condor,"1,000","R$ 14,90"
Sabão em Pó Omo - 2.2kg,01/09/2024,Condor,"1,000","R$ 29,90"
Leite UHT Integral - 1kg,02/09/2024,Muffato,"48,000","R$ 4,00"
Sanduíche de Carne - 1un,02/09/2024,Cassinelli,"12,000","R$ 9,50"
Sanduíche de Frango - 1un,02/09/2024,Cassinelli,"12,000","R$ 8,50"
Sanduíche de Pernil - 1un,02/09/2024,Cassinelli,"12,000","R$ 8,50"
Pázinha Curta Branca - c/ 500un,03/09/2024,Marmikok,"6,000","R$ 19,50"
Guardanapo 20x20 - c/ 100un,03/09/2024,Marmikok,"50,000","R$ 1,43"
Morango Bandeja - c/ 250gr,18/09/2024,jullye Frutas,2,"R$ 3,99"
Banana,18/09/2024,jullye Frutas,"0,680","R$ 5,99"
Água Crystal - Garrafa - (500ml),23/09/2024,Condor,"36,000","R$ 2,39"
Morango Bandeja - c/ 250gr,24/09/2024,Jullye Frutas,"2,000","R$ 3,99"
Banana,24/09/2024,Jullye Frutas,"0,130","R$ 6,75"
Leite UHT Integral - 1kg,28/09/2024,Sendas,"36,000","R$ 4,69"
Coca Cola Sem Açucar - Lata - (350ml),28/09/2024,Spal Industria,"12,000","R$ 2,26"
Coca Cola - Lata - (350ml),28/09/2024,Spal Industria,"24,000","R$ 2,27"
Água Crystal Com Gás - Garrafa - (500ml),28/09/2024,Spal Industria,"48,000","R$ 1,41"
Leite UHT Integral - 1kg,01/10/2024,Condor,"12,000","R$ 4,79"
Leite UHT Integral - 1kg,03/10/2024,Muffato,"36,000","R$ 4,98"
Leite UHT Integral - 1kg,07/10/2024,Sendas ,48,"R$ 4,75"
Sanduíche de Carne - 1un,07/10/2024,Cassinelli,"12,000","R$ 9,50"
Sanduíche de Frango - 1un,07/10/2024,Cassinelli,"6,000","R$ 8,50"
Sanduíche de Pernil - 1un,07/10/2024,Cassinelli,"12,000","R$ 8,50"
Quiche Capresse - 1un,07/10/2024,Cassinelli,"12,000","R$ 4,50"
Quiche de Alho Poró - 1un,07/10/2024,Cassinelli,"12,000","R$ 4,50"
Quiche Lorraine - 1un,07/10/2024,Cassinelli,"12,000","R$ 4,50"
Fanta Guaraná - Lata - (350ml),10/10/2024,Spal Industria,"6,000","R$ 2,17"
Fanta Uva - Lata - (350ml),10/10/2024,Spal Industria,"6,000","R$ 2,23"
Água Crystal Com Gás - Garrafa - (500ml),10/10/2024,Spal Industria,"12,000","R$ 1,41"
Fanta Laranja - Lata - (350ml),10/10/2024,Spal Industria,"6,000","R$ 2,23"
Coca Cola - Lata - (350ml),10/10/2024,Spal Industria,"12,000","R$ 2,27"
Leite UHT Integral - 1kg,14/10/2024,Muffato,24,"R$ 4,10"
Leite UHT Integral - 1kg,14/10/2024,Muffato,24,"R$ 4,10"
Leite UHT Integral - 1kg,14/10/2024,Muffato,24,"R$ 4,10"
Leite UHT Integral - 1kg,14/10/2024,Muffato,24,"R$ 4,10"
Leite UHT Integral - 1kg,14/10/2024,Muffato,"24,000","R$ 4,10"
Saco de Lixo 40 Litros Preto Micra 4 - c/ 100un,18/10/2024,SB Distribuidora ,"2,000","R$ 10,99"
Álcool Líquido 70% - 5 Litros,18/10/2024,SB Distribuidora ,"3,000","R$ 32,23"
Detergente Neutro - 5 Litros,18/10/2024,SB Distribuidora ,"3,000","R$ 10,92"
Pano Multiuso - 28cm x 25mt,18/10/2024,SB Distribuidora ,"4,000","R$ 13,35"
Saco de Lixo 20 Litros Preto Micra 4 - c/ 100un,18/10/2024,SB Distribuidora ,"4,000","R$ 7,40"
Sacola P - 26x25x12cm - c/ 20un,18/10/2024,Nobelpack,"400,000","R$ 0,66"
Sacola PP - 25x21x10cm - c/ 20un,18/10/2024,Nobelpack,"400,000","R$ 0,70"
Coca Cola - Lata - (350ml),22/10/2024,Spal ,"12,000","R$ 2,28"
Suco Del Valle Pêssego - Lata - (290ml),22/10/2024,Spal ,"6,000","R$ 2,35"
Água Crystal Com Gás - Garrafa - (500ml),22/10/2024,Spal ,"48,000","R$ 1,41"
Chá Matte Leao Limão - Copo - (300ml),22/10/2024,Spal ,"1,000","R$ 21,14"
Água Crystal - Garrafa - (500ml),22/10/2024,Spal ,"72,000","R$ 1,30"
Coca Cola Sem Açucar - Lata - (350ml),22/10/2024,Spal ,"18,000","R$ 2,26"
Café em Grão - 1kg,04/11/2024,Astoria,"5,000","R$ 83,00"
Sanduíche de Carne - 1un,04/11/2024,Cassineli ,"6,000","R$ 9,50"
Sanduíche de Parma - 1un,04/11/2024,Cassineli ,"12,000","R$ 12,00"
Sanduíche de Pernil - 1un,04/11/2024,Cassineli ,"12,000","R$ 8,50"
Sanduíche de Mortadela - 1un,04/11/2024,Cassineli ,"12,000","R$ 7,50"
Sanduíche de Frango - 1un,04/11/2024,Cassineli ,"12,000","R$ 8,50"
Pote 200ml Descartável - c/ 50un,12/11/2024,Lacto Minas,"3,000","R$ 4,99"
Garfo Forte - c/ 50un (STRAWPLAST),12/11/2024,Lacto Minas,"2,000","R$ 9,99"
Faca Forte - c/ 50un (STRAWPLAST),12/11/2024,Lacto Minas,"2,000","R$ 9,90"
Guardanapo 20x20 - c/ 100un,13/11/2024,Lacto Minas,"2,000","R$ 5,95"
Pote 200ml Descartável - c/ 50un,13/11/2024,Lacto Minas,"3,000","R$ 4,99"
Pázinha Curta Branca - c/ 500un,13/11/2024,Marmikok,"12,000","R$ 19,50"
Guardanapo Interfolhado 10x20 ROSA - c/ 5.000un,13/11/2024,Marmikok,"2,000","R$ 44,50"
Caixa Kraft p/ Porção Grande - c/ 25un,13/11/2024,Comercial Barbante,"6,000","R$ 0,60"
Xarope de Maça Verde - 750ml,13/11/2024,Casa do confeiteiro,"1,000","R$ 56,90"
Pote Kraft 480ml - c/ 50un,13/11/2024,FNS,"20,000","R$ 22,84"
Tampa p/ Pote Kraft 480ml - c/ 50un,13/11/2024,FNS,"20,000","R$ 25,46"
Água Crystal Com Gás - Garrafa - (500ml),13/11/2024,Spal ,"48,000","R$ 1,41"
Água Crystal - Garrafa - (500ml),13/11/2024,Spal ,"72,000","R$ 1,30"
Coca Cola - Lata - (350ml),13/11/2024,Spal ,"24,000","R$ 2,27"
Coca Cola Sem Açucar - Lata - (350ml),13/11/2024,Spal ,"18,000","R$ 2,26"
Suco Del Valle Maracujá - Lata - (290ml),13/11/2024,Spal ,"12,000","R$ 2,60"
Suco Del Valle Pêssego - Lata - (290ml),13/11/2024,Spal ,"12,000","R$ 2,35"
Suco Del Valle Maracujá - Lata - (290ml),19/11/2024,Spal ,"12,000","R$ 2,60"
Suco Del Valle Uva - Lata - (290ml),19/11/2024,Spal ,"12,000","R$ 2,35"
Chá Matte Leao - Copo - (300ml),19/11/2024,Spal ,"24,000","R$ 1,57"
Coca Cola Sem Açucar - Lata - (350ml),19/11/2024,Spal ,"18,000","R$ 2,26"
Chá Matte Leao - Copo - (300ml),19/11/2024,Spal ,"2,000","R$ 21,03"
Água Crystal Com Gás - Garrafa - (500ml),19/11/2024,Spal ,"48,000","R$ 1,41"
Água Crystal - Garrafa - (500ml),19/11/2024,Spal ,"72,000","R$ 1,30"
Suco Del Valle Pêssego - Lata - (290ml),19/11/2024,Spal ,"12,000","R$ 2,35"
Chá Matte Leao Guaraná Power Açai - Copo - (300ml),19/11/2024,Spal ,"24,000","R$ 1,57"
Chá Matte Leao - Copo - (300ml),19/11/2024,Spal ,"2,000","R$ 21,14"
Coca Cola - Lata - (350ml),19/11/2024,Spal ,"24,000","R$ 2,27"
Pote Kraft 80ml - c/ 50un,03/12/2024,Nazapack,"120,000","R$ 12,30"
Água Crystal - Garrafa - (500ml),12/12/2024,Spal ,"96,000","R$ 1,30"
Coca Cola Sem Açucar - Lata - (350ml),12/12/2024,Spal ,"12,000","R$ 2,26"
Água Crystal Com Gás - Garrafa - (500ml),12/12/2024,Spal ,"24,000","R$ 1,41"
